jahr,alter,maennlich,weiblich,gesamt,source
1871,0,511443,504995,1016438,original
1871,1,544113,544497,1088610,original
1871,2,554560,550592,1105152,original
1871,3,500910,498312,999222,original
1871,4,491422,491871,983293,original
1871,5,498685,498699,997384,original
1871,6,462317,464648,926965,original
1871,7,458566,459612,918178,original
1871,8,456919,456416,913335,original
1871,9,436150,433660,869810,original
1871,10,424913,420727,845640,original
1871,11,441360,436287,877647,original
1871,12,441638,439096,880734,original
1871,13,422970,420002,842972,original
1871,14,413223,410354,823577,original
1871,15,390631,388791,779422,original
1871,16,365743,362380,728123,original
1871,17,373866,383656,757522,original
1871,18,366510,380780,747290,original
1871,19,355540,377854,733394,original
1871,20,360021,377098,737119,original
1871,21,369045,383901,752946,original
1871,22,365286,377474,742760,original
1871,23,323437,354803,678240,original
1871,24,303949,332100,636049,original
1871,25,310116,339368,649484,original
1871,26,321735,348535,670270,original
1871,27,305973,328483,634456,original
1871,28,299652,319643,619295,original
1871,29,308495,334247,642742,original
1871,30,292403,304909,597312,original
1871,31,301981,317382,619363,original
1871,32,281446,296269,577715,original
1871,33,274952,287525,562477,original
1871,34,261980,272243,534223,original
1871,35,266773,287585,554358,original
1871,36,265280,277195,542475,original
1871,37,255956,265233,521189,original
1871,38,243996,249077,493073,original
1871,39,227482,242476,469958,original
1871,40,226693,234589,461282,original
1871,41,233736,243745,477481,original
1871,42,212577,233490,446067,original
1871,43,213161,225007,438168,original
1871,44,210870,222451,433321,original
1871,45,214729,229362,444091,original
1871,46,209230,219298,428528,original
1871,47,207046,223473,430519,original
1871,48,201800,212483,414283,original
1871,49,200163,211559,411722,original
1871,50,209384,223377,432761,original
1871,51,202816,216085,418901,original
1871,52,191407,198308,389715,original
1871,53,174327,183805,358132,original
1871,54,163025,175472,338497,original
1871,55,161311,173062,334373,original
1871,56,160514,169072,329586,original
1871,57,135135,144683,279818,original
1871,58,133841,145040,278881,original
1871,59,130867,141334,272201,original
1871,60,146333,167344,313677,original
1871,61,128569,142333,270902,original
1871,62,113153,122888,236041,original
1871,63,108772,116630,225402,original
1871,64,101695,111525,213220,original
1871,65,90966,104129,195095,original
1871,66,89269,99474,188743,original
1871,67,85424,93691,179115,original
1871,68,78280,85349,163629,original
1871,69,74429,79086,153515,original
1871,70,75042,86271,161313,original
1871,71,66741,79597,146338,original
1871,72,49045,49335,98380,original
1871,73,43980,48129,92109,original
1871,74,41679,44587,86266,original
1871,75,36188,40446,76634,original
1871,76,29911,32461,62372,original
1871,77,24922,28197,53119,original
1871,78,21425,23714,45139,original
1871,79,18780,20260,39040,original
1871,80,14733,17690,32423,original
1871,81,12924,16028,28952,original
1871,82,8228,9920,18148,original
1871,83,6960,8629,15589,original
1871,84,5570,7150,12720,original
1871,85,4600,5892,10492,original
1871,86,3467,4494,7961,original
1871,87,2739,3459,6198,original
1871,88,2016,2541,4557,original
1871,89,1391,1881,3272,original
1871,90,1042,1536,2578,original
1872,0,829689,793133,1622823,reconstructed
1872,1,396416,407803,804218,reconstructed
1872,2,512793,513490,1026283,reconstructed
1872,3,534503,531083,1065586,reconstructed
1872,4,490312,488041,978353,reconstructed
1872,5,482173,482315,964488,reconstructed
1872,6,491957,491863,983819,reconstructed
1872,7,456407,458369,914776,reconstructed
1872,8,455539,456876,912415,reconstructed
1872,9,453199,453498,906697,reconstructed
1872,10,432349,431746,864095,reconstructed
1872,11,420184,417229,837412,reconstructed
1872,12,437580,434737,872317,reconstructed
1872,13,436934,435896,872830,reconstructed
1872,14,419614,417929,837543,reconstructed
1872,15,409078,407141,816219,reconstructed
1872,16,386233,386840,773072,reconstructed
1872,17,361741,359650,721392,reconstructed
1872,18,369761,381351,751111,reconstructed
1872,19,362379,376516,738895,reconstructed
1872,20,352501,375181,727682,reconstructed
1872,21,354976,370553,725529,reconstructed
1872,22,365904,381461,747364,reconstructed
1872,23,359797,372140,731938,reconstructed
1872,24,319902,350942,670844,reconstructed
1872,25,300567,327202,627769,reconstructed
1872,26,306465,334350,640815,reconstructed
1872,27,318423,344302,662724,reconstructed
1872,28,303309,324886,628195,reconstructed
1872,29,295981,314761,610743,reconstructed
1872,30,306030,331558,637588,reconstructed
1872,31,287446,298152,585598,reconstructed
1872,32,300123,316358,616481,reconstructed
1872,33,277850,291989,569840,reconstructed
1872,34,272092,284425,556517,reconstructed
1872,35,258564,268632,527196,reconstructed
1872,36,263713,284158,547870,reconstructed
1872,37,261787,273484,535271,reconstructed
1872,38,252326,261645,513971,reconstructed
1872,39,240237,245133,485370,reconstructed
1872,40,224706,239851,464557,reconstructed
1872,41,221619,228929,450548,reconstructed
1872,42,231406,243020,474426,reconstructed
1872,43,208566,228236,436802,reconstructed
1872,44,209803,222012,431815,reconstructed
1872,45,206881,218968,425849,reconstructed
1872,46,210358,225717,436075,reconstructed
1872,47,205564,216672,422236,reconstructed
1872,48,203498,220797,424295,reconstructed
1872,49,196950,208222,405172,reconstructed
1872,50,195885,208326,404211,reconstructed
1872,51,202825,216727,419552,reconstructed
1872,52,199558,214877,414435,reconstructed
1872,53,186348,193758,380106,reconstructed
1872,54,170135,180527,350663,reconstructed
1872,55,158577,171587,330165,reconstructed
1872,56,156378,168865,325243,reconstructed
1872,57,155765,165221,320986,reconstructed
1872,58,131277,141692,272968,reconstructed
1872,59,129438,141240,270677,reconstructed
1872,60,126115,137032,263147,reconstructed
1872,61,139226,159358,298584,reconstructed
1872,62,123542,138011,261553,reconstructed
1872,63,107470,116982,224452,reconstructed
1872,64,103231,111251,214482,reconstructed
1872,65,96162,105610,201772,reconstructed
1872,66,85597,98349,183946,reconstructed
1872,67,83723,93823,177546,reconstructed
1872,68,79833,88108,167942,reconstructed
1872,69,72760,80121,152882,reconstructed
1872,70,69073,74194,143267,reconstructed
1872,71,68454,79068,147521,reconstructed
1872,72,60747,73425,134172,reconstructed
1872,73,44140,44524,88664,reconstructed
1872,74,39150,43002,82152,reconstructed
1872,75,37200,40247,77446,reconstructed
1872,76,31810,35901,67711,reconstructed
1872,77,26023,28577,54599,reconstructed
1872,78,21458,24581,46039,reconstructed
1872,79,18274,20492,38766,reconstructed
1872,80,15731,17514,33244,reconstructed
1872,81,12081,14733,26815,reconstructed
1872,82,10714,13415,24128,reconstructed
1872,83,6576,8004,14581,reconstructed
1872,84,5466,6844,12310,reconstructed
1872,85,4294,5567,9862,reconstructed
1872,86,3479,4499,7979,reconstructed
1872,87,2571,3363,5934,reconstructed
1872,88,1990,2535,4525,reconstructed
1872,89,1434,1823,3258,reconstructed
1872,90,969,1320,2289,reconstructed
1873,0,812247,774225,1586472,reconstructed
1873,1,620002,620706,1240708,reconstructed
1873,2,383987,393642,777629,reconstructed
1873,3,499645,500287,999932,reconstructed
1873,4,520549,517582,1038130,reconstructed
1873,5,482904,480748,963652,reconstructed
1873,6,475047,474865,949912,reconstructed
1873,7,486647,486496,973142,reconstructed
1873,8,451526,453083,904609,reconstructed
1873,9,453238,454827,908065,reconstructed
1873,10,450037,451089,901126,reconstructed
1873,11,428929,430169,859098,reconstructed
1873,12,415727,413958,829685,reconstructed
1873,13,434002,433305,867307,reconstructed
1873,14,432349,432745,865095,reconstructed
1873,15,416256,415832,832088,reconstructed
1873,16,404815,403867,808681,reconstructed
1873,17,381617,384786,766403,reconstructed
1873,18,357481,356809,714290,reconstructed
1873,19,365398,378906,744304,reconstructed
1873,20,358015,372125,730140,reconstructed
1873,21,349259,372360,721619,reconstructed
1873,22,349792,363913,713705,reconstructed
1873,23,362613,378872,741485,reconstructed
1873,24,354380,366707,721087,reconstructed
1873,25,316421,346978,663399,reconstructed
1873,26,297218,322240,619457,reconstructed
1873,27,302832,329279,632111,reconstructed
1873,28,315102,340009,655111,reconstructed
1873,29,300617,321236,621853,reconstructed
1873,30,292293,309861,602154,reconstructed
1873,31,303514,328803,632317,reconstructed
1873,32,282482,291417,573899,reconstructed
1873,33,298183,315234,613417,reconstructed
1873,34,274201,287679,561881,reconstructed
1873,35,269156,281273,550429,reconstructed
1873,36,255080,264987,520068,reconstructed
1873,37,260564,280686,541249,reconstructed
1873,38,258206,269744,527950,reconstructed
1873,39,248611,258041,506652,reconstructed
1873,40,236402,241204,477606,reconstructed
1873,41,221839,237226,459065,reconstructed
1873,42,216520,223358,439879,reconstructed
1873,43,228963,242271,471234,reconstructed
1873,44,204498,223077,427575,reconstructed
1873,45,206355,219034,425390,reconstructed
1873,46,202812,215493,418304,reconstructed
1873,47,205903,222038,427940,reconstructed
1873,48,201784,213947,415731,reconstructed
1873,49,199822,217998,417820,reconstructed
1873,50,192019,203873,395892,reconstructed
1873,51,191493,204955,396448,reconstructed
1873,52,196229,210030,406259,reconstructed
1873,53,196107,213431,409538,reconstructed
1873,54,181185,189096,370281,reconstructed
1873,55,165809,177091,342901,reconstructed
1873,56,154012,167548,321560,reconstructed
1873,57,151336,164490,315826,reconstructed
1873,58,150872,161135,312008,reconstructed
1873,59,127260,138439,265699,reconstructed
1873,60,124886,137178,262065,reconstructed
1873,61,121218,132478,253696,reconstructed
1873,62,132063,151245,283308,reconstructed
1873,63,118329,133371,251700,reconstructed
1873,64,101707,110953,212660,reconstructed
1873,65,97590,105713,203303,reconstructed
1873,66,90544,99593,190136,reconstructed
1873,67,80171,92476,172648,reconstructed
1873,68,78125,88071,166197,reconstructed
1873,69,74199,82431,156631,reconstructed
1873,70,67224,74792,142016,reconstructed
1873,71,63681,69163,132844,reconstructed
1873,72,61991,71938,133929,reconstructed
1873,73,54855,67166,122021,reconstructed
1873,74,39383,39805,79189,reconstructed
1873,75,34522,38032,72554,reconstructed
1873,76,32866,35939,68804,reconstructed
1873,77,27655,31512,59167,reconstructed
1873,78,22373,24864,47237,reconstructed
1873,79,18241,21170,39411,reconstructed
1873,80,15374,17483,32857,reconstructed
1873,81,12985,14930,27914,reconstructed
1873,82,9752,12095,21847,reconstructed
1873,83,8731,11047,19778,reconstructed
1873,84,5165,6349,11513,reconstructed
1873,85,4214,5329,9543,reconstructed
1873,86,3248,4252,7500,reconstructed
1873,87,2580,3367,5947,reconstructed
1873,88,1868,2465,4333,reconstructed
1873,89,1416,1819,3235,reconstructed
1873,90,999,1280,2278,reconstructed
1874,0,852883,814982,1667865,reconstructed
1874,1,606968,605908,1212877,reconstructed
1874,2,579751,581204,1160956,reconstructed
1874,3,384107,392225,776332,reconstructed
1874,4,491890,492462,984352,reconstructed
1874,5,510088,507340,1017428,reconstructed
1874,6,477566,475488,953054,reconstructed
1874,7,469304,468853,938157,reconstructed
1874,8,482415,482159,964574,reconstructed
1874,9,447393,448516,895909,reconstructed
1874,10,451479,453278,904756,reconstructed
1874,11,447265,449035,896300,reconstructed
1874,12,425776,428808,854584,reconstructed
1874,13,411470,410814,822284,reconstructed
1874,14,430535,431908,862443,reconstructed
1874,15,427770,429578,857348,reconstructed
1874,16,412771,413662,826433,reconstructed
1874,17,400321,400496,800816,reconstructed
1874,18,376732,382604,759337,reconstructed
1874,19,352975,353844,706819,reconstructed
1874,20,360802,376314,737116,reconstructed
1874,21,353462,367609,721072,reconstructed
1874,22,345853,369397,715250,reconstructed
1874,23,344502,357190,701692,reconstructed
1874,24,359356,376142,735498,reconstructed
1874,25,349045,361189,710234,reconstructed
1874,26,312972,342928,655899,reconstructed
1874,27,293883,317228,611111,reconstructed
1874,28,299200,324169,623368,reconstructed
1874,29,311761,335671,647432,reconstructed
1874,30,297888,317543,615431,reconstructed
1874,31,288581,304944,593525,reconstructed
1874,32,300939,325982,626921,reconstructed
1874,33,277502,284706,562208,reconstructed
1874,34,296148,314004,610152,reconstructed
1874,35,270491,283341,553833,reconstructed
1874,36,266136,278071,544207,reconstructed
1874,37,251522,261311,512833,reconstructed
1874,38,257319,277177,534497,reconstructed
1874,39,254534,265990,520525,reconstructed
1874,40,244813,254440,499253,reconstructed
1874,41,232497,237305,469802,reconstructed
1874,42,218887,234615,453502,reconstructed
1874,43,211400,217885,429285,reconstructed
1874,44,226399,241504,467903,reconstructed
1874,45,200368,217987,418355,reconstructed
1874,46,202810,216052,418862,reconstructed
1874,47,198656,211985,410641,reconstructed
1874,48,201361,218283,419644,reconstructed
1874,49,197886,211106,408992,reconstructed
1874,50,196013,215059,411072,reconstructed
1874,51,187006,199426,386432,reconstructed
1874,52,186987,201444,388431,reconstructed
1874,53,189598,203290,392888,reconstructed
1874,54,192457,211729,404186,reconstructed
1874,55,175914,184316,360229,reconstructed
1874,56,161343,173472,334814,reconstructed
1874,57,149322,163327,312649,reconstructed
1874,58,146179,159907,306087,reconstructed
1874,59,145827,156788,302615,reconstructed
1874,60,123077,134903,257979,reconstructed
1874,61,120180,132849,253029,reconstructed
1874,62,116171,127678,243849,reconstructed
1874,63,124850,143033,267882,reconstructed
1874,64,112933,128425,241358,reconstructed
1874,65,95875,104823,200698,reconstructed
1874,66,91865,100036,191901,reconstructed
1874,67,84859,93498,178357,reconstructed
1874,68,74711,86538,161248,reconstructed
1874,69,72502,82245,154748,reconstructed
1874,70,68549,76688,145237,reconstructed
1874,71,61701,69378,131079,reconstructed
1874,72,58286,64006,122292,reconstructed
1874,73,55693,64900,120593,reconstructed
1874,74,49109,60869,109978,reconstructed
1874,75,34810,35227,70037,reconstructed
1874,76,30132,33275,63407,reconstructed
1874,77,28719,31731,60450,reconstructed
1874,78,23761,27337,51098,reconstructed
1874,79,18992,21372,40364,reconstructed
1874,80,15297,18002,33298,reconstructed
1874,81,12746,14716,27462,reconstructed
1874,82,10551,12536,23088,reconstructed
1874,83,7742,9773,17515,reconstructed
1874,84,6989,8938,15927,reconstructed
1874,85,3982,4943,8925,reconstructed
1874,86,3187,4070,7257,reconstructed
1874,87,2409,3182,5591,reconstructed
1874,88,1875,2468,4343,reconstructed
1874,89,1329,1769,3098,reconstructed
1874,90,986,1277,2263,reconstructed
1875,0,882768,841813,1724581,reconstructed
1875,1,637334,637805,1275139,reconstructed
1875,2,567564,567348,1134912,reconstructed
1875,3,560510,562269,1122778,reconstructed
1875,4,387805,394539,782344,reconstructed
1875,5,487221,487542,974763,reconstructed
1875,6,501892,499320,1001212,reconstructed
1875,7,473577,471618,945195,reconstructed
1875,8,464613,463850,928463,reconstructed
1875,9,478968,478569,957537,reconstructed
1875,10,443816,444473,888289,reconstructed
1875,11,450096,452077,902172,reconstructed
1875,12,444764,447211,891975,reconstructed
1875,13,422816,427562,850377,reconstructed
1875,14,407324,407718,815042,reconstructed
1875,15,427065,430481,857547,reconstructed
1875,16,423069,426343,849412,reconstructed
1875,17,409044,411383,820427,reconstructed
1875,18,395541,397003,792545,reconstructed
1875,19,371593,380282,751875,reconstructed
1875,20,348248,350749,698997,reconstructed
1875,21,356019,373574,729593,reconstructed
1875,22,348764,362974,711738,reconstructed
1875,23,342314,366298,708613,reconstructed
1875,24,339281,350395,689675,reconstructed
1875,25,356146,373280,729427,reconstructed
1875,26,343773,355602,699375,reconstructed
1875,27,309536,338804,648340,reconstructed
1875,28,290545,312181,602726,reconstructed
1875,29,295557,319033,614590,reconstructed
1875,30,308393,331296,639689,reconstructed
1875,31,295116,313808,608924,reconstructed
1875,32,284837,300012,584849,reconstructed
1875,33,298295,323093,621388,reconstructed
1875,34,272496,278018,550514,reconstructed
1875,35,294007,312671,606678,reconstructed
1875,36,266713,278979,545692,reconstructed
1875,37,263024,274823,537847,reconstructed
1875,38,247884,257611,505495,reconstructed
1875,39,253976,273646,527623,reconstructed
1875,40,250774,262240,513014,reconstructed
1875,41,240937,250858,491795,reconstructed
1875,42,228527,233451,461978,reconstructed
1875,43,215849,232027,447876,reconstructed
1875,44,206253,212514,418766,reconstructed
1875,45,223705,240694,464400,reconstructed
1875,46,196167,212947,409114,reconstructed
1875,47,199161,213025,412185,reconstructed
1875,48,194412,208404,402817,reconstructed
1875,49,196730,214437,411167,reconstructed
1875,50,193867,208134,402001,reconstructed
1875,51,192070,211965,404035,reconstructed
1875,52,181914,194881,376794,reconstructed
1875,53,182366,197792,380158,reconstructed
1875,54,182933,196504,379437,reconstructed
1875,55,188599,209759,398358,reconstructed
1875,56,170530,179394,349925,reconstructed
1875,57,156728,169639,326367,reconstructed
1875,58,144502,158894,303396,reconstructed
1875,59,140901,155093,295994,reconstructed
1875,60,140620,152158,292778,reconstructed
1875,61,118719,131075,249794,reconstructed
1875,62,115315,128257,243571,reconstructed
1875,63,110976,122643,233620,reconstructed
1875,64,117597,134750,252347,reconstructed
1875,65,107364,123185,230550,reconstructed
1875,66,89990,98615,188606,reconstructed
1875,67,86076,94245,180321,reconstructed
1875,68,79131,87354,166484,reconstructed
1875,69,69239,80560,149800,reconstructed
1875,70,66880,76374,143253,reconstructed
1875,71,62913,70896,133809,reconstructed
1875,72,56224,63893,120116,reconstructed
1875,73,52927,58738,111665,reconstructed
1875,74,49602,58003,107604,reconstructed
1875,75,43554,54609,98163,reconstructed
1875,76,30455,30841,61296,reconstructed
1875,77,26011,28786,54797,reconstructed
1875,78,24800,27688,52488,reconstructed
1875,79,20157,23430,43586,reconstructed
1875,80,15904,18139,34043,reconstructed
1875,81,12641,15103,27744,reconstructed
1875,82,10403,12207,22610,reconstructed
1875,83,8433,10356,18788,reconstructed
1875,84,6039,7762,13801,reconstructed
1875,85,5490,7097,12587,reconstructed
1875,86,3012,3775,6787,reconstructed
1875,87,2364,3046,5409,reconstructed
1875,88,1750,2332,4082,reconstructed
1875,89,1334,1771,3105,reconstructed
1875,90,925,1242,2167,reconstructed
1876,0,907724,866000,1773724,reconstructed
1876,1,659666,658803,1318469,reconstructed
1876,2,595958,597215,1193173,reconstructed
1876,3,548726,548864,1097591,reconstructed
1876,4,547567,549601,1097168,reconstructed
1876,5,393546,398846,792392,reconstructed
1876,6,484556,484613,969169,reconstructed
1876,7,495174,492817,987990,reconstructed
1876,8,470615,468723,939339,reconstructed
1876,9,460686,459577,920263,reconstructed
1876,10,476105,475522,951627,reconstructed
1876,11,440628,440797,881425,reconstructed
1876,12,448973,451099,900072,reconstructed
1876,13,442458,445510,887968,reconstructed
1876,14,419960,426349,846309,reconstructed
1876,15,403181,404607,807789,reconstructed
1876,16,423466,428973,852439,reconstructed
1876,17,418129,423005,841134,reconstructed
1876,18,405017,408968,813985,reconstructed
1876,19,390491,393377,783868,reconstructed
1876,20,366226,377810,744036,reconstructed
1876,21,343344,347524,690868,reconstructed
1876,22,351092,370689,721781,reconstructed
1876,23,343952,358229,702182,reconstructed
1876,24,338814,363071,701885,reconstructed
1876,25,334140,343542,677682,reconstructed
1876,26,352961,370303,723264,reconstructed
1876,27,338540,349962,688503,reconstructed
1876,28,306097,334621,640718,reconstructed
1876,29,287193,307112,594305,reconstructed
1876,30,291896,313881,605777,reconstructed
1876,31,304990,326888,631878,reconstructed
1876,32,292292,310031,602323,reconstructed
1876,33,281054,295064,576118,reconstructed
1876,34,295570,320132,615702,reconstructed
1876,35,267458,271356,538814,reconstructed
1876,36,291751,311236,602987,reconstructed
1876,37,262860,274595,537455,reconstructed
1876,38,259815,271536,531351,reconstructed
1876,39,244164,253900,498064,reconstructed
1876,40,250537,270111,520648,reconstructed
1876,41,246931,258510,505441,reconstructed
1876,42,236989,247310,484300,reconstructed
1876,43,224492,229652,454144,reconstructed
1876,44,212720,229467,442187,reconstructed
1876,45,201075,207220,408295,reconstructed
1876,46,220871,239819,460690,reconstructed
1876,47,191894,207914,399808,reconstructed
1876,48,195404,209912,405315,reconstructed
1876,49,190077,204737,394814,reconstructed
1876,50,192009,210485,402494,reconstructed
1876,51,189726,205016,394741,reconstructed
1876,52,187993,208714,396707,reconstructed
1876,53,176742,190239,366980,reconstructed
1876,54,177628,193988,371616,reconstructed
1876,55,176232,189671,365903,reconstructed
1876,56,184524,207484,392008,reconstructed
1876,57,165028,174305,339333,reconstructed
1876,58,151958,165560,317518,reconstructed
1876,59,139544,154225,293769,reconstructed
1876,60,135495,150027,285523,reconstructed
1876,61,135245,147238,282483,reconstructed
1876,62,114181,126958,241139,reconstructed
1876,63,110290,123412,233701,reconstructed
1876,64,105638,117388,223026,reconstructed
1876,65,110322,126427,236749,reconstructed
1876,66,101637,117671,219308,reconstructed
1876,67,84074,92356,176430,reconstructed
1876,68,80245,88364,168609,reconstructed
1876,69,73383,81188,154572,reconstructed
1876,70,63783,74573,138356,reconstructed
1876,71,61287,70475,131763,reconstructed
1876,72,57324,65070,122395,reconstructed
1876,73,50829,58351,109180,reconstructed
1876,74,47647,53400,101047,reconstructed
1876,75,43762,51313,95075,reconstructed
1876,76,38236,48471,86707,reconstructed
1876,77,26353,26698,53051,reconstructed
1876,78,22188,24611,46798,reconstructed
1876,79,21144,23867,45012,reconstructed
1876,80,16867,19829,36696,reconstructed
1876,81,13123,15190,28314,reconstructed
1876,82,10283,12488,22772,reconstructed
1876,83,8350,9966,18316,reconstructed
1876,84,6622,8404,15026,reconstructed
1876,85,4624,6052,10676,reconstructed
1876,86,4229,5525,9754,reconstructed
1876,87,2233,2825,5059,reconstructed
1876,88,1717,2232,3950,reconstructed
1876,89,1245,1673,2919,reconstructed
1876,90,929,1243,2172,reconstructed
1877,0,892326,847195,1739521,reconstructed
1877,1,678315,677732,1356046,reconstructed
1877,2,616841,616876,1233717,reconstructed
1877,3,576178,577758,1153936,reconstructed
1877,4,536056,536498,1072555,reconstructed
1877,5,538231,540329,1078560,reconstructed
1877,6,400623,404534,805157,reconstructed
1877,7,483197,483044,966240,reconstructed
1877,8,489577,487376,976953,reconstructed
1877,9,468402,466535,934936,reconstructed
1877,10,457329,455835,913164,reconstructed
1877,11,473650,472854,946504,reconstructed
1877,12,437711,437361,875072,reconstructed
1877,13,448036,450239,898275,reconstructed
1877,14,440255,443847,884102,reconstructed
1877,15,417097,425105,842202,reconstructed
1877,16,398923,401434,800357,reconstructed
1877,17,419619,427344,846963,reconstructed
1877,18,412893,419537,832430,reconstructed
1877,19,400702,406404,807106,reconstructed
1877,20,385196,389610,774806,reconstructed
1877,21,360679,375188,735867,reconstructed
1877,22,338306,344173,682479,reconstructed
1877,23,346055,367667,713721,reconstructed
1877,24,339201,353383,692584,reconstructed
1877,25,335365,359726,695092,reconstructed
1877,26,329058,336650,665708,reconstructed
1877,27,349780,367223,717003,reconstructed
1877,28,333329,344285,677614,reconstructed
1877,29,302642,330392,633034,reconstructed
1877,30,283822,302030,585851,reconstructed
1877,31,288211,308717,596928,reconstructed
1877,32,301543,322447,623990,reconstructed
1877,33,289408,306212,595620,reconstructed
1877,34,277219,290098,567317,reconstructed
1877,35,292754,317101,609855,reconstructed
1877,36,262383,264725,527108,reconstructed
1877,37,289372,309700,599071,reconstructed
1877,38,258927,270199,529126,reconstructed
1877,39,256505,268222,524727,reconstructed
1877,40,240363,250196,490559,reconstructed
1877,41,247007,266588,513595,reconstructed
1877,42,243011,254816,497827,reconstructed
1877,43,232970,243807,476777,reconstructed
1877,44,220388,225911,446299,reconstructed
1877,45,209490,226913,436403,reconstructed
1877,46,195862,201984,397846,reconstructed
1877,47,217890,238831,456721,reconstructed
1877,48,187543,202854,390397,reconstructed
1877,49,191536,206697,398233,reconstructed
1877,50,185649,200969,386618,reconstructed
1877,51,187198,206416,393613,reconstructed
1877,52,185463,201749,387212,reconstructed
1877,53,183780,205302,389082,reconstructed
1877,54,171490,185492,356982,reconstructed
1877,55,172768,190025,362793,reconstructed
1877,56,169495,182772,352267,reconstructed
1877,57,180222,204863,385085,reconstructed
1877,58,159401,169018,328419,reconstructed
1877,59,147024,161206,308230,reconstructed
1877,60,134441,149299,283740,reconstructed
1877,61,129955,144708,274663,reconstructed
1877,62,129697,142035,271732,reconstructed
1877,63,109462,122560,232022,reconstructed
1877,64,105109,118327,223437,reconstructed
1877,65,100165,111928,212093,reconstructed
1877,66,103044,118099,221143,reconstructed
1877,67,95771,111902,207673,reconstructed
1877,68,78147,86075,164222,reconstructed
1877,69,74398,82423,156821,reconstructed
1877,70,67645,75031,142675,reconstructed
1877,71,58369,68594,126963,reconstructed
1877,72,55757,64565,120322,reconstructed
1877,73,51820,59226,111047,reconstructed
1877,74,45556,52795,98351,reconstructed
1877,75,42493,48058,90551,reconstructed
1877,76,38216,44908,83124,reconstructed
1877,77,33201,42543,75744,reconstructed
1877,78,22535,22840,45375,reconstructed
1877,79,18686,20785,39471,reconstructed
1877,80,17783,20314,38096,reconstructed
1877,81,13909,16558,30467,reconstructed
1877,82,10661,12537,23198,reconstructed
1877,83,8228,10164,18391,reconstructed
1877,84,6585,7996,14581,reconstructed
1877,85,5105,6692,11797,reconstructed
1877,86,3473,4628,8101,reconstructed
1877,87,3193,4213,7407,reconstructed
1877,88,1623,2071,3694,reconstructed
1877,89,1222,1602,2824,reconstructed
1877,90,867,1175,2042,reconstructed
1878,0,881249,840047,1721297,reconstructed
1878,1,667903,664004,1331907,reconstructed
1878,2,634368,634734,1269102,reconstructed
1878,3,596452,596864,1193316,reconstructed
1878,4,562940,564798,1127738,reconstructed
1878,5,526971,527492,1054463,reconstructed
1878,6,531291,533421,1064711,reconstructed
1878,7,408601,411196,819797,reconstructed
1878,8,482870,482449,965319,reconstructed
1878,9,484832,482729,967561,reconstructed
1878,10,466778,464881,931659,reconstructed
1878,11,454397,452485,906882,reconstructed
1878,12,471501,470452,941953,reconstructed
1878,13,435010,434072,869082,reconstructed
1878,14,447213,449419,896632,reconstructed
1878,15,438060,442166,880226,reconstructed
1878,16,414124,423790,837914,reconstructed
1878,17,394456,398174,792630,reconstructed
1878,18,415487,425582,841069,reconstructed
1878,19,407408,415948,823355,reconstructed
1878,20,396162,403712,799873,reconstructed
1878,21,379748,385738,765487,reconstructed
1878,22,355045,372458,727504,reconstructed
1878,23,333223,340741,673964,reconstructed
1878,24,341139,364556,705694,reconstructed
1878,25,334575,348490,683065,reconstructed
1878,26,331996,356323,688319,reconstructed
1878,27,324062,329776,653838,reconstructed
1878,28,346629,364100,710729,reconstructed
1878,29,328168,338627,666795,reconstructed
1878,30,299200,326167,625367,reconstructed
1878,31,280453,296976,577429,reconstructed
1878,32,284521,303578,588099,reconstructed
1878,33,298068,318009,616077,reconstructed
1878,34,286471,302384,588855,reconstructed
1878,35,273344,285156,558499,reconstructed
1878,36,289855,314047,603902,reconstructed
1878,37,257278,258167,515444,reconstructed
1878,38,286880,308119,594999,reconstructed
1878,39,254932,265847,520779,reconstructed
1878,40,253116,264944,518060,reconstructed
1878,41,236508,246551,483059,reconstructed
1878,42,243410,263134,506544,reconstructed
1878,43,239035,251205,490240,reconstructed
1878,44,228898,240387,469285,reconstructed
1878,45,216230,222237,438467,reconstructed
1878,46,206173,224374,430548,reconstructed
1878,47,190633,196799,387431,reconstructed
1878,48,214788,237727,452515,reconstructed
1878,49,183145,197790,380935,reconstructed
1878,50,187584,203404,390988,reconstructed
1878,51,181154,197124,378278,reconstructed
1878,52,182325,202264,384589,reconstructed
1878,53,181106,198371,379477,reconstructed
1878,54,179456,201759,381215,reconstructed
1878,55,166180,180669,346849,reconstructed
1878,56,167804,185906,353710,reconstructed
1878,57,162740,175816,338556,reconstructed
1878,58,175713,201895,377608,reconstructed
1878,59,153673,163550,317223,reconstructed
1878,60,141941,156593,298534,reconstructed
1878,61,129206,144151,273357,reconstructed
1878,62,124302,139185,263487,reconstructed
1878,63,124008,136610,260618,reconstructed
1878,64,104594,117934,222528,reconstructed
1878,65,99811,113057,212868,reconstructed
1878,66,94601,106319,200921,reconstructed
1878,67,95824,109843,205667,reconstructed
1878,68,89831,105960,195791,reconstructed
1878,69,72276,79843,152120,reconstructed
1878,70,68600,76484,145084,reconstructed
1878,71,61978,68925,130903,reconstructed
1878,72,53058,62661,115720,reconstructed
1878,73,50354,58681,109036,reconstructed
1878,74,46467,53435,99902,reconstructed
1878,75,40468,47317,87785,reconstructed
1878,76,37527,42810,80336,reconstructed
1878,77,33023,38887,71910,reconstructed
